"(11, 8, 16)",0,0,-0.432624476291114,-0.4301519103480009,"[-1.2298220420216306, 0.004301562210943052, 0.23984346467000003, 0.6240372718099444, 0.07105097987802904, 0.33338553409129457, -0.059947272271280494]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[ 6.9069e-310, -0.00152701,  -0.0776673]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",0,0,-0.43073639717983,-0.4301519103480009,"[-1.2298143192887563, 0.004301562210943052, 0.23984346467000003, 0.6244566516969134, 0.07105097987802904, 0.33338553409129457, -0.059947272271280494]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.220009, -0.00152685,  -0.0776687]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",0,0,-0.43404053562457756,-0.4301519103480009,"[-1.229806596555882, 0.004301562210943052, 0.23984346467000003, 0.624246961753429, 0.07105097987802904, 0.33338553409129457, -0.059947272271280494]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.220009, -0.00152693,  -0.0776705]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",0,0,-0.4345125554024002,-0.4301519103480009,"[-1.229806596555882, 0.004301562210943052, 0.23984346467000003, 0.6240372718099444, 0.07105097987802904, 0.3332221766110134, -0.05962058413901189]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.220009, -0.00152701,  -0.0776707]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",0,0,-0.43828871362496824,-0.4312178465792707,"[-1.2298143192887563, 0.004301562210943052, 0.23984346467000003, 0.624246961753429, 0.07105097987802904, 0.33338553409129457, -0.059947272271280494]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.220009, -0.00152693,  -0.0776688]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",5,0,-0.424600140068153,-0.42442533495774026,"[-1.229806596555882, 0.004278394012320379, 0.23984216838000003, 0.6240372718099444, 0.07105097987802904, 0.33338553409129457, -0.059947272271280494]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.220007,  -0.0015216,  -0.0776702]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",5,0,-0.5256123725218956,-0.5247583310593132,"[-1.2272194810430168, 0.0052360128887242174, 0.23984605725000002, 0.6244566516969134, 0.07105097987802904, 0.3332221766110134, -0.05962058413901189]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.219808, -0.00174489,  -0.0782397]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",5,0,-0.42932033784636636,-0.4266452616304682,"[-1.2296521418983977, 0.004262948546571929, 0.23984735354000003, 0.624246961753429, 0.07105097987802904, 0.3332221766110134, -0.05994727227128044]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[       -0.22, -0.00151794,  -0.0777058]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",5,0,-0.4260161994016166,-0.42551827062346614,"[-1.2296521418983977, 0.004255225813697705, 0.23984605725000002, 0.624246961753429, 0.07105097987802904, 0.3330588191307323, -0.05962058413901189]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.219999, -0.00151613,  -0.0777054]","[   -0.220168,-0.000523308,  -0.0777039]"
"(11, 8, 16)",5,0,-0.44442497073664516,-0.43978557321868933,"[-1.2288567004123525, 0.004401957738307971, 0.23984476096000001, 0.6244566516969134, 0.07105097987802904, 0.33314049787087285, -0.059783928205146164]","[-1.2298992693503727, 4.3107463043590144e-08, 0.23999992887377006, 0.624246961753429, 0.07105097987802904, 0.3339572852722784, -0.05978392820514622]","[   -0.219936, -0.00155028,  -0.0778798]","[   -0.220168,-0.000523308,  -0.0777039]"
