"(11, 15, 16)",0,0,0.9688720882231557,0.9846679603606708,"[-0.0026180064443621087, 0.001058014403768758, 0.07483611799, 0.46341477510079876, 0.12597885278373608, 0.1782475588754336, -0.07905852800899116]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000689541, -0.00109473,  -0.0682613]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",0,0,0.9238787521377577,0.95554224502726,"[-0.0026257291772363335, 0.0010734598695172068, 0.07483871057000001, 0.46341477510079876, 0.12625212578326697, 0.17835143802860295, -0.07905852800899116]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000691177, -0.00109799,  -0.0682636]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",0,0,0.9969929232765197,0.9939402249031686,"[-0.0026257291772363335, 0.0010657371366429823, 0.07483741428000001, 0.46341477510079876, 0.12638876228303242, 0.17815834138476597, -0.07922187207512543]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000691724, -0.00109857,  -0.0682621]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",0,0,0.9773083387391662,0.9676050780770828,"[-0.0026257291772363335, 0.0010657371366429823, 0.07483871057000001, 0.46341477510079876, 0.12611548928350153, 0.17838117719215882, -0.07922187207512543]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000690626, -0.00109636,  -0.0682637]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",0,0,0.4514487232411438,0.4776074580770673,"[-0.0019615741500530253, 0.0007491050887997774, 0.07492037684000001, 0.46341477510079876, 0.12638876228303242, 0.17815834138476597, -0.07922187207512543]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000646551, -0.00107702,  -0.0683459]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",5,0,0.4458245562304658,0.4698297180771027,"[-0.0019770196158014745, 0.0007491050887997774, 0.07492167313, 0.46341477510079876, 0.12638876228303242, 0.17815834138476597, -0.07922187207512543]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000647609, -0.00107702,  -0.0683472]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",5,0,0.3389653830276618,0.3298303980770745,"[-0.002061969677417944, 0.0008495006161646961, 0.07494500635000001, 0.46341477510079876, 0.12638876228303242, 0.17791330516434428, -0.07938521614125976]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000653463,  -0.0010839,  -0.0683703]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",5,0,0.3389653830276618,0.34538587807708687,"[-0.0020696924102921684, 0.0009344506777811657, 0.07494241377000001, 0.46341477510079876, 0.12638876228303242, 0.17840337760518765, -0.07905852800899119]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000653985,  -0.0010897,  -0.0683676]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",5,0,0.6314220675827098,0.6406169226313881,"[-0.0023863244581353734, 0.0009190052120327167, 0.07489315475000001, 0.46341477510079876, 0.12611548928350153, 0.17829949845201826, -0.0793852161412597]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000674413,  -0.0010864,  -0.0683185]","[-0.000512013, -0.00102471,  -0.0684276]"
"(11, 15, 16)",5,0,0.6089253995400108,0.6278317722308339,"[-0.002378601725261149, 0.0008417778832904715, 0.07489445104, 0.46341477510079876, 0.12638876228303242, 0.1780766626446254, -0.07905852800899121]","[-1.1779273951795233e-06, 4.205991457895131e-12, 0.07499997808301286, 0.46341477510079876, 0.12625212578326697, 0.17826975990487107, -0.07922187269148348]","[-0.000674991, -0.00108333,  -0.0683196]","[-0.000512013, -0.00102471,  -0.0684276]"
