"(10, 27, 16)",50,0.153,"[-0.3401086  -0.21785548  0.33052913  0.00084728  0.00303826  0.00932537
  0.003334  ]","[-0.34570978 -0.21604     0.35154087 -0.00067779  0.00464806  0.01086119
  0.00334323]","[[     0.09863,   -0.086491,   -0.991358;
     0.916178,   -0.380979,    0.124389;
    -0.388446,   -0.920529,   0.0416652]
[  -0.0882375,   0.0300946,  0.00200795]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[     0.09863,   -0.086491,   -0.991358;
     0.916178,   -0.380979,    0.124389;
    -0.388446,   -0.920529,   0.0416652]
[  -0.0882375,   0.0300946,  0.00200795]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",50,0.211,"[-0.34199668 -0.21691144  0.35021372  0.0007847   0.00311764  0.01189617
  0.00341434]","[-0.34825598 -0.217908    0.35154087 -0.00064371  0.00377593  0.01187518
  0.00334323]","[[   0.0983529,  -0.0866902,   -0.991369;
      0.91622,   -0.380937,    0.124209;
    -0.388417,   -0.920528,    0.041961]
[  -0.0882382,    0.030091,  0.00200756]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0983529,  -0.0866902,   -0.991369;
      0.91622,   -0.380937,    0.124209;
    -0.388417,   -0.920528,    0.041961]
[  -0.0882382,    0.030091,  0.00200756]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",50,0.183,"[ -3.41996679e-01  -2.14079319e-01   3.27717049e-01   2.84048776e-04
   3.80268279e-03   1.08517825e-02   3.29382951e-03]","[-0.3444438  -0.21499115  0.33598539  0.00126259  0.00375418  0.01086119
  0.00334323]","[[   0.0986614,  -0.0864434,   -0.991359;
     0.916254,   -0.380797,    0.124391;
     -0.38826,   -0.920609,   0.0416341]
[  -0.0882397,    0.030096,  0.00200896]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0986614,  -0.0864434,   -0.991359;
     0.916254,   -0.380797,    0.124391;
     -0.38826,   -0.920609,   0.0416341]
[  -0.0882397,    0.030096,  0.00200896]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",50,0.19,"[-0.34199668 -0.21691144  0.3530258   0.00090986  0.00340132  0.01165516
  0.00321349]","[-0.34521607 -0.21519244  0.37487409 -0.00071559  0.00334708  0.01178077
  0.00334323]","[[   0.0983652,  -0.0867203,   -0.991365;
     0.916218,   -0.380936,    0.124232;
    -0.388419,   -0.920526,   0.0419839]
[  -0.0882338,   0.0300917,  0.00200954]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0983652,  -0.0867203,   -0.991365;
     0.916218,   -0.380936,    0.124232;
    -0.388419,   -0.920526,   0.0419839]
[  -0.0882338,   0.0300917,  0.00200954]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",100,0.5,"[-0.34671688 -0.2136073   0.3192808   0.00141051  0.00309988  0.01093212
  0.00293231]","[-0.34858547 -0.21230788  0.34366837 -0.00060251  0.00297049  0.01074549
  0.00334323]","[[   0.0986562,  -0.0864685,   -0.991358;
     0.916176,   -0.380978,    0.124404;
    -0.388443,   -0.920532,   0.0416345]
[  -0.0882383,   0.0300964,  0.00200523]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0986562,  -0.0864685,   -0.991358;
     0.916176,   -0.380978,    0.124404;
    -0.388443,   -0.920532,   0.0416345]
[  -0.0882383,   0.0300964,  0.00200523]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",100,0.331,"[ -3.73622004e-01  -2.21159616e-01   2.65851212e-01   3.46630089e-04
   3.13929348e-03   1.13338063e-02   3.69551604e-03]","[-0.37866464 -0.22063881  0.25082592  0.00043158  0.00367541  0.01076854
  0.00334323]","[[   0.0987528,  -0.0860887,   -0.991381;
     0.916259,   -0.380801,    0.124337;
    -0.388223,   -0.920641,   0.0412744]
[  -0.0882555,   0.0300961,  0.00197714]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0987528,  -0.0860887,   -0.991381;
     0.916259,   -0.380801,    0.124337;
    -0.388223,   -0.920641,   0.0412744]
[  -0.0882555,   0.0300961,  0.00197714]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",100,0.264,"[-0.35710131 -0.22115962  0.33052913  0.00053437  0.00254974  0.01061077
  0.00373568]","[-0.36128258 -0.22189409  0.35956797  0.00043158  0.00325357  0.01083933
  0.00334323]","[[   0.0986857,  -0.0862279,   -0.991376;
      0.91626,   -0.380802,     0.12433;
    -0.388238,   -0.920627,   0.0414275]
[  -0.0882383,   0.0300893,  0.00199054]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0986857,  -0.0862279,   -0.991376;
      0.91626,   -0.380802,     0.12433;
    -0.388238,   -0.920627,   0.0414275]
[  -0.0882383,   0.0300893,  0.00199054]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",100,0.28,"[-0.37173392 -0.21643942  0.27991163  0.00109761  0.00200459  0.01229785
  0.00289214]","[-0.376107   -0.21758454  0.28931895  0.00043158  0.00205962  0.01175253
  0.00334323]","[[   0.0984941,  -0.0863623,   -0.991383;
     0.916296,   -0.380756,    0.124203;
    -0.388201,   -0.920634,   0.0416313]
[  -0.0882486,   0.0300944,   0.0019821]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0984941,  -0.0863623,   -0.991383;
     0.916296,   -0.380756,    0.124203;
    -0.388201,   -0.920634,   0.0416313]
[  -0.0882486,   0.0300944,   0.0019821]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",100,0.31,"[-0.36040545 -0.22493577  0.24054246  0.00053437  0.00293001  0.01213718
  0.00297248]","[-0.37048235 -0.22257585  0.27261261  0.00043158  0.00200387  0.01175253
  0.00334323]","[[    0.098456,  -0.0864133,   -0.991382;
     0.916298,   -0.380757,    0.124188;
    -0.388207,   -0.920629,   0.0416926]
[  -0.0882514,   0.0300939,  0.00198759]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[    0.098456,  -0.0864133,   -0.991382;
     0.916298,   -0.380757,    0.124188;
    -0.388207,   -0.920629,   0.0416926]
[  -0.0882514,   0.0300939,  0.00198759]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",200,0.78,"[-0.45858556 -0.20369488  0.07744162  0.00097244  0.00611706  0.01310123
  0.00329383]","[-0.46251115 -0.20512727  0.09487545  0.00072347  0.00564771  0.01476801
  0.00326221]","[[   0.0989169,  -0.0862834,   -0.991348;
     0.916285,   -0.380666,    0.124559;
     -0.38812,   -0.920678,   0.0414059]
[  -0.0882774,    0.030115,  0.00190885]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0989169,  -0.0862834,   -0.991348;
     0.916285,   -0.380666,    0.124559;
     -0.38812,   -0.920678,   0.0414059]
[  -0.0882774,    0.030115,  0.00190885]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",200,0.766,"[-0.41940792 -0.20699902  0.20398537  0.00109761  0.00523494  0.01213718
  0.00393653]","[-0.43168706 -0.20717273  0.22709703  0.00054062  0.00450755  0.01349351
  0.00389108]","[[    0.098784,  -0.0862552,   -0.991364;
     0.916286,   -0.380707,    0.124427;
    -0.388152,   -0.920664,   0.0414266]
[  -0.0882563,   0.0301068,  0.00193721]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[    0.098784,  -0.0862552,   -0.991364;
     0.916286,   -0.380707,    0.124427;
    -0.388152,   -0.920664,   0.0414266]
[  -0.0882563,   0.0301068,  0.00193721]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",200,0.765,"[-0.40571935 -0.19991873  0.16742829  0.00103502  0.00546199  0.01229785
  0.00385619]","[-0.41264324 -0.2024601   0.18820833  0.00054062  0.00660531  0.01175084
  0.00389108]","[[   0.0990343,  -0.0861786,   -0.991345;
     0.916241,   -0.380748,     0.12463;
    -0.388193,   -0.920654,   0.0412533]
[  -0.0882607,   0.0301147,  0.00194858]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0990343,  -0.0861786,   -0.991345;
     0.916241,   -0.380748,     0.12463;
    -0.388193,   -0.920654,   0.0412533]
[  -0.0882607,   0.0301147,  0.00194858]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",200,0.707,"[-0.40383127 -0.20133479  0.17867662  0.00097244  0.00448828  0.01157482
  0.00389636]","[-0.40699794 -0.202645    0.20365922  0.00054062  0.00448215  0.01350242
  0.00389108]","[[     0.09889,   -0.086351,   -0.991345;
      0.91626,   -0.380725,    0.124563;
    -0.388186,   -0.920648,   0.0414701]
[  -0.0882578,    0.030114,  0.00195447]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[     0.09889,   -0.086351,   -0.991345;
      0.91626,   -0.380725,    0.124563;
    -0.388186,   -0.920648,   0.0414701]
[  -0.0882578,    0.030114,  0.00195447]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",200,0.679,"[-0.39675097 -0.19803065  0.26585121  0.00059696  0.0046415   0.01294055
  0.00321349]","[-0.40226622 -0.20223018  0.27376347  0.00054062  0.0066012   0.01178071
  0.00389108]","[[    0.098872,  -0.0863937,   -0.991343;
      0.91626,   -0.380725,    0.124563;
    -0.388191,   -0.920644,    0.041516]
[  -0.0882468,     0.03011,  0.00195842]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[    0.098872,  -0.0863937,   -0.991343;
      0.91626,   -0.380725,    0.124563;
    -0.388191,   -0.920644,    0.041516]
[  -0.0882468,     0.03011,  0.00195842]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",300,1.18,"[-0.46519384 -0.2088871  -0.08847131  0.0007847   0.0030699   0.01277988
  0.00305282]","[-0.46647767 -0.20649513 -0.11777246  0.00054062  0.00569582  0.012482
  0.00312173]","[[   0.0990038,   -0.085805,   -0.991381;
     0.916271,   -0.380733,    0.124456;
     -0.38813,   -0.920695,   0.0409267]
[  -0.0883097,   0.0301217,  0.00190673]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0990038,   -0.085805,   -0.991381;
     0.916271,   -0.380733,    0.124456;
     -0.38813,   -0.920695,   0.0409267]
[  -0.0883097,   0.0301217,  0.00190673]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 2716)",300,1.135,"[-0.47982645 -0.21927154 -0.00129672  0.00097244  0.00503898  0.01366359
  0.003334  ]","[-0.486909   -0.21778623  0.03265353  0.00215658  0.00747015  0.01307603
  0.00380549]","[[   0.0992177,  -0.0856992,   -0.991368;
     0.916333,   -0.380536,    0.124604;
     -0.38793,   -0.920787,   0.0407731]
[   -0.088291,   0.0301104,  0.00188313]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0992177,  -0.0856992,   -0.991368;
     0.916333,   -0.380536,    0.124604;
     -0.38793,   -0.920787,   0.0407731]
[   -0.088291,   0.0301104,  0.00188313]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",300,1.097,"[-0.46283374 -0.22115962  0.05775703  0.00216149  0.00517388  0.01229785
  0.00361518]","[ -4.62052687e-01  -2.18846029e-01   7.25228203e-02   4.03237324e-04
   7.45317205e-03   1.30684826e-02   3.80549178e-03]","[[   0.0990618,  -0.0860627,   -0.991353;
     0.916257,   -0.380718,    0.124609;
     -0.38815,   -0.920677,    0.041141]
[   -0.088283,   0.0301079,  0.00191205]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0990618,  -0.0860627,   -0.991353;
     0.916257,   -0.380718,    0.124609;
     -0.38815,   -0.920677,    0.041141]
[   -0.088283,   0.0301079,  0.00191205]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",300,1.451,"[ -5.51573460e-01  -2.02278825e-01   1.13998703e-01   1.58886150e-04
   3.79491515e-03   1.39046001e-02   1.76742071e-03]","[-0.55630182 -0.19827771  0.14931963  0.0022765   0.00572967  0.01401336
  0.00214029]","[[   0.0993993,   -0.085281,   -0.991386;
     0.916352,   -0.380488,    0.124607;
    -0.387838,   -0.920845,   0.0403272]
[  -0.0882682,   0.0301192,  0.00182312]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0993993,   -0.085281,   -0.991386;
     0.916352,   -0.380488,    0.124607;
    -0.387838,   -0.920845,   0.0403272]
[  -0.0882682,   0.0301192,  0.00182312]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",300,0.91,"[ -4.51033248e-01  -2.22575675e-01  -8.28471428e-02  -2.88577881e-05
   7.16460139e-03   1.26192032e-02   3.69551604e-03]","[-0.45476227 -0.22430202 -0.03734613  0.00085935  0.00867774  0.01326715
  0.00353369]","[[   0.0988636,  -0.0859839,   -0.991379;
     0.916284,   -0.380722,    0.124396;
    -0.388136,   -0.920683,   0.0411462]
[  -0.0883035,   0.0301072,  0.00191279]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0988636,  -0.0859839,   -0.991379;
     0.916284,   -0.380722,    0.124396;
    -0.388136,   -0.920683,   0.0411462]
[  -0.0883035,   0.0301072,  0.00191279]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
