"(10, 27, 16)",500,2.008,"[-0.5619579  -0.19661459  0.05494495  0.00116019  0.00737889  0.01382426
  0.00373568]","[-0.5653357  -0.20136681  0.05598675 -0.00108614  0.0074358   0.01405562
  0.0036036 ]","[[   0.0996161,  -0.0853375,    -0.99136;
     0.916163,   -0.380867,    0.124846;
     -0.38823,   -0.920683,   0.0402426]
[  -0.0882835,   0.0301244,  0.00181491]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0996161,  -0.0853375,    -0.99136;
     0.916163,   -0.380867,    0.124846;
     -0.38823,   -0.920683,   0.0402426]
[  -0.0882835,   0.0301244,  0.00181491]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",500,1.993,"[-0.55912578 -0.21879952 -0.01254506  0.0007847   0.00552417  0.01567202
  0.00361518]","[-0.56425769 -0.21559492  0.00932031 -0.00123851  0.00647298  0.01539308
  0.00402476]","[[   0.0992437,  -0.0855341,    -0.99138;
     0.916294,   -0.380642,    0.124568;
    -0.388016,   -0.920758,    0.040598]
[  -0.0882953,   0.0301123,    0.001817]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0992437,  -0.0855341,    -0.99138;
     0.916294,   -0.380642,    0.124568;
    -0.388016,   -0.920758,    0.040598]
[  -0.0882953,   0.0301123,    0.001817]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",500,1.998,"[-0.55204548 -0.20794306  0.09150203  0.00097244  0.00505619  0.01286022
  0.00381602]","[-0.55732254 -0.20540323  0.09181792  0.00221253  0.0070187   0.01395965
  0.00440562]","[[   0.0993345,  -0.0852374,   -0.991397;
      0.91636,   -0.380494,     0.12453;
    -0.387835,   -0.920847,    0.040312]
[  -0.0882803,   0.0301159,   0.0018219]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0993345,  -0.0852374,   -0.991397;
      0.91636,   -0.380494,     0.12453;
    -0.387835,   -0.920847,    0.040312]
[  -0.0882803,   0.0301159,   0.0018219]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",500,1.87,"[ -5.42133065e-01  -2.15495378e-01  -4.10880462e-03  -2.16601727e-04
   6.58892571e-03   1.43866239e-02   3.77585334e-03]","[-0.54416954 -0.21256148 -0.00668568  0.00215307  0.00739773  0.01419263
  0.00279386]","[[   0.0993044,  -0.0854574,   -0.991381;
     0.916273,   -0.380683,    0.124596;
     -0.38805,   -0.920748,   0.0404988]
[   -0.088297,    0.030115,  0.00183495]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0993044,  -0.0854574,   -0.991381;
     0.916273,   -0.380683,    0.124596;
     -0.38805,   -0.920748,   0.0404988]
[   -0.088297,    0.030115,  0.00183495]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",500,1.774,"[ -5.28916511e-01  -2.15495378e-01  -2.09813057e-02  -9.14391010e-05
   7.21734109e-03   1.37439255e-02   3.53484143e-03]","[-0.53561287 -0.2140786  -0.01401291  0.00216092  0.00739773  0.01457401
  0.00352911]","[[   0.0993043,  -0.0855446,   -0.991373;
     0.916349,   -0.380491,    0.124621;
     -0.38787,   -0.920819,   0.0406043]
[  -0.0882982,   0.0301153,  0.00184141]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0993043,  -0.0855446,   -0.991373;
     0.916349,   -0.380491,    0.124621;
     -0.38787,   -0.920819,   0.0406043]
[  -0.0882982,   0.0301153,  0.00184141]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",5,0.0,"[-0.39627895 -0.21927154  0.21242163  0.00172342  0.00622642  0.01382426
  0.00341434]","[-0.4008162  -0.21604     0.23487477  0.00222849  0.00739773  0.01457401
  0.00358302]","[[   0.0987749,  -0.0867618,    -0.99132;
     0.916351,   -0.380493,    0.124606;
    -0.388001,   -0.920705,   0.0419211]
[  -0.0882571,   0.0300998,  0.00195818]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0987749,  -0.0867618,    -0.99132;
     0.916351,   -0.380493,    0.124606;
    -0.388001,   -0.920705,   0.0419211]
[  -0.0882571,   0.0300998,  0.00195818]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",5,0.0,"[-0.39297481 -0.21879952  0.22648204 -0.00084241  0.00637964  0.01519
  0.00337417]","[-0.40306203 -0.21526773  0.25549979  0.00085542  0.00739773  0.01457401
  0.00358302]","[[   0.0987518,  -0.0868295,   -0.991317;
     0.916274,   -0.380674,    0.124619;
    -0.388189,   -0.920624,   0.0419674]
[  -0.0882532,   0.0300993,   0.0019585]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0987518,  -0.0868295,   -0.991317;
     0.916274,   -0.380674,    0.124619;
    -0.388189,   -0.920624,   0.0419674]
[  -0.0882532,   0.0300993,   0.0019585]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",5,0.0,"[-0.38919866 -0.20983114  0.26022704 -0.00052951  0.0078552   0.01535067
  0.00337417]","[-0.39632375 -0.21104032  0.2829858   0.00078753  0.00739773  0.01457401
  0.00358302]","[[   0.0987632,  -0.0869011,   -0.991309;
      0.91627,   -0.380671,    0.124658;
    -0.388195,   -0.920618,   0.0420286]
[  -0.0882494,   0.0301018,  0.00196391]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0987632,  -0.0869011,   -0.991309;
      0.91627,   -0.380671,    0.124658;
    -0.388195,   -0.920618,   0.0420286]
[  -0.0882494,   0.0301018,  0.00196391]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",5,0.0,"[-0.38872664 -0.21643942  0.2855358   0.00090986  0.00684651  0.01446696
  0.00373568]","[ -3.92793095e-01  -2.15986351e-01   2.90887524e-01   6.11253299e-05
   7.39773093e-03   1.45740094e-02   3.58301716e-03]","[[   0.0987128,   -0.086922,   -0.991312;
     0.916274,   -0.380674,    0.124619;
    -0.388199,   -0.920615,   0.0420669]
[  -0.0882493,    0.030098,  0.00196731]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0987128,   -0.086922,   -0.991312;
     0.916274,   -0.380674,    0.124619;
    -0.388199,   -0.920615,   0.0420669]
[  -0.0882493,    0.030098,  0.00196731]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
"(10, 27, 16)",5,0.0,"[-0.3854225  -0.2183275   0.30522038  0.00203633  0.00770642  0.01422595
  0.00321349]","[ -3.92919121e-01  -2.16039998e-01   2.99981767e-01   8.30522773e-05
   7.39773093e-03   1.45740094e-02   3.58301716e-03]","[[   0.0987117,  -0.0869048,   -0.991314;
     0.916274,   -0.380674,    0.124612;
    -0.388197,   -0.920616,   0.0420516]
[  -0.0882496,   0.0300973,  0.00196595]]","[-1.58824962 -0.35000001  0.09999996  0.40721787  0.21629558  0.06237242
 -0.03903923]","[[   0.0987117,  -0.0869048,   -0.991314;
     0.916274,   -0.380674,    0.124612;
    -0.388197,   -0.920616,   0.0420516]
[  -0.0882496,   0.0300973,  0.00196595]]","[[   0.0991609,  -0.0902191,   -0.990973;
     0.916048,   -0.380657,    0.126319;
    -0.388618,   -0.920305,   0.0448987]
[    -0.08822,    0.030304,  0.00231316]]"
